-0.56618,1.1954,-138,0.041015,0.47159,-0.05969
-0.56968,1.1952,-138.01,0.029147,0.51644,-0.069813
-0.57474,1.1945,-138.02,0.017628,0.5969,-0.09512
-0.57247,1.1971,-138.03,0.027751,0.63303,-0.10472
-0.56793,1.2008,-138.05,0.039444,0.67038,-0.11153
-0.5716,1.2025,-138.06,0.053756,0.74142,-0.11659
-0.5613,1.2036,-138.07,0.062657,0.77336,-0.11798
-0.56461,1.2018,-138.08,0.071558,0.8327,-0.11833
-0.56618,1.1987,-138.08,0.066497,0.85975,-0.11746
-0.56968,1.1947,-138.08,0.067544,0.88226,-0.11537
-0.56863,1.1914,-138.08,0.084474,0.92642,-0.11275
-0.56793,1.1884,-138.09,0.090408,0.94894,-0.11135
-0.5681,1.1861,-138.09,0.091281,0.97075,-0.10943
-0.5702,1.1854,-138.1,0.097215,1.0137,-0.10891
-0.56985,1.1863,-138.11,0.10245,1.0366,-0.11188
-0.56863,1.1887,-138.12,0.10542,1.0835,-0.11729
-0.57282,1.1917,-138.12,0.1028,1.1067,-0.12078
-0.57474,1.1947,-138.13,0.10245,1.1285,-0.12357
-0.57823,1.1983,-138.14,0.10507,1.1722,-0.12968
-0.57875,1.2031,-138.15,0.10559,1.1922,-0.13212
-0.57666,1.2078,-138.16,0.11135,1.2296,-0.13561
-0.57561,1.212,-138.16,0.1138,1.2455,-0.13823
-0.57177,1.2146,-138.17,0.11764,1.2603,-0.1405
-0.56776,1.216,-138.18,0.12392,1.2804,-0.14504
-0.55554,1.2161,-138.19,0.1323,1.2879,-0.14713
-0.55327,1.2137,-138.2,0.13509,1.2975,-0.14748
-0.55117,1.2111,-138.2,0.13491,1.3125,-0.14818
-0.54629,1.2102,-138.21,0.14539,1.3186,-0.14678
-0.5414,1.2097,-138.22,0.15795,1.3285,-0.13771
-0.53582,1.2107,-138.22,0.17418,1.3266,-0.12723
-0.52534,1.2121,-138.22,0.19495,1.3242,-0.11292
-0.52028,1.2095,-138.21,0.22846,1.3175,-0.083078
-0.51714,1.2032,-138.2,0.24382,1.3107,-0.066846
-0.51086,1.1957,-138.19,0.28274,1.2982,-0.036652
-0.50702,1.191,-138.18,0.30124,1.2931,-0.021991
-0.49742,1.1882,-138.17,0.31748,1.2896,-0.0073304
-0.49044,1.1879,-138.17,0.34051,1.2849,0.012392
-0.4688,1.1896,-138.16,0.35605,1.2811,0.017104
-0.45448,1.194,-138.16,0.36984,1.2778,0.024958
-0.4468,1.1969,-138.16,0.39235,1.2673,0.045553
-0.42918,1.1968,-138.16,0.4023,1.2612,0.052709
-0.41242,1.1961,-138.16,0.41836,1.2453,0.067893
-0.39427,1.1936,-138.16,0.43249,1.2399,0.070686
-0.38711,1.195,-138.16,0.44262,1.2338,0.078889
-0.37647,1.1942,-138.16,0.45571,1.2221,0.096866
-0.36774,1.1908,-138.16,0.46129,1.22,0.10542
-0.36757,1.1833,-138.16,0.46321,1.2135,0.11484
-0.37594,1.1861,-138.16,0.47159,1.206,0.12671
-0.3646,1.1846,-138.16,0.47421,1.202,0.13177
-0.3536,1.1805,-138.16,0.48363,1.1949,0.13928
-0.35168,1.1819,-138.17,0.4845,1.1947,0.14312
-0.34854,1.1835,-138.17,0.48398,1.1924,0.15062
-0.34418,1.1846,-138.18,0.49271,1.186,0.16441
-0.32934,1.183,-138.18,0.50283,1.1837,0.16825
-0.31905,1.1826,-138.18,0.51836,1.1805,0.17698
-0.3091,1.1823,-138.18,0.52255,1.1774,0.18186
-0.30526,1.1802,-138.19,0.52447,1.1722,0.18902
-0.3002,1.1774,-138.19,0.53669,1.1585,0.19914
-0.29112,1.1713,-138.19,0.54262,1.1517,0.20368
-0.27873,1.1654,-138.19,0.55048,1.1451,0.20665
-0.27,1.1599,-138.19,0.56618,1.1313,0.21642
-0.26145,1.1531,-138.2,0.57334,1.1245,0.22218
-0.24923,1.1483,-138.2,0.59167,1.1092,0.23457
-0.23928,1.1453,-138.2,0.60388,1.1022,0.24086
-0.22777,1.1414,-138.21,0.61593,1.0954,0.24278
-0.21171,1.1374,-138.21,0.64246,1.0819,0.24871
-0.20368,1.1301,-138.21,0.64699,1.0758,0.25447
-0.19652,1.1207,-138.22,0.64891,1.0687,0.26162
-0.19094,1.1126,-138.22,0.65206,1.0549,0.27716
-0.18169,1.1055,-138.22,0.65799,1.0484,0.28414
-0.17296,1.0992,-138.22,0.66881,1.0359,0.29426
-0.16633,1.0952,-138.22,0.67719,1.0303,0.29706
-0.15446,1.0919,-138.23,0.68871,1.024,0.30002
-0.14155,1.0851,-138.24,0.70337,1.014,0.30491
-0.13614,1.076,-138.24,0.70878,1.0078,0.31119
-0.12898,1.0695,-138.24,0.71506,1.0013,0.31765
-0.1199,1.0636,-138.24,0.73461,0.99013,0.32847
-0.10908,1.0563,-138.25,0.74264,0.98541,0.33493
-0.099833,1.0472,-138.25,0.7573,0.9718,0.34558
-0.086045,1.0409,-138.25,0.76533,0.96482,0.3475
-0.073653,1.0357,-138.25,0.77458,0.95853,0.34819
-0.057945,1.031,-138.26,0.77981,0.94859,0.35849
-0.056898,1.0189,-138.26,0.78226,0.93672,0.3646
-0.034208,1.0086,-138.26,0.79587,0.92642,0.37053
-0.032463,0.99588,-138.26,0.80669,0.90809,0.3934
-0.020769,0.98402,-138.26,0.8135,0.89989,0.40753
-0.015359,0.97215,-138.26,0.82659,0.88104,0.43581
-0.0092502,0.96045,-138.26,0.82886,0.87284,0.45064
-0.013963,0.94876,-138.26,0.83217,0.86289,0.46304
-0.0038397,0.93934,-138.26,0.84195,0.84893,0.4777
-0.0005236,0.93009,-138.26,0.84893,0.84299,0.48084
0.0090757,0.9231,-138.27,0.85504,0.83566,0.48066
0.015533,0.91735,-138.28,0.85242,0.82432,0.48485
0.019548,0.90635,-138.29,0.85242,0.81612,0.48887
0.021991,0.89378,-138.29,0.86464,0.80233,0.49951
0.024435,0.88837,-138.3,0.86987,0.8018,0.5044
0.0076794,0.88069,-138.31,0.8676,0.79936,0.50981
0.0095993,0.87162,-138.31,0.87668,0.78941,0.51679
0.015359,0.86289,-138.32,0.88872,0.77981,0.51714
0.047647,0.85731,-138.32,0.89745,0.77231,0.51836
0.044506,0.84788,-138.33,0.91403,0.76253,0.52308
0.057247,0.84264,-138.34,0.92363,0.75922,0.52552
0.056898,0.83409,-138.34,0.94736,0.76428,0.52918
0.048346,0.82833,-138.35,0.95138,0.76463,0.53564
0.052709,0.81961,-138.35,0.95679,0.76672,0.54297
0.035081,0.81036,-138.35,0.96045,0.76009,0.56653
0.042062,0.79727,-138.35,0.96255,0.75259,0.57701
0.038223,0.78906,-138.36,0.96342,0.74351,0.58573
0.018675,0.77545,-138.36,0.9615,0.72431,0.59795
0.017628,0.76533,-138.37,0.96936,0.71017,0.59673
0.030892,0.75573,-138.38,0.98803,0.68504,0.59114
0.03927,0.74613,-138.4,0.99885,0.67282,0.588
0.040841,0.73827,-138.41,1.0156,0.66183,0.58434
0.048695,0.73199,-138.42,1.0296,0.64141,0.59202
0.058294,0.71873,-138.42,1.0355,0.63251,0.59987
0.059341,0.70581,-138.43,1.042,0.62256,0.60755
0.060039,0.69778,-138.43,1.0488,0.60685,0.61924
0.067893,0.69586,-138.44,1.0557,0.5997,0.62221
0.090234,0.68993,-138.44,1.0687,0.58713,0.6182
0.09355,0.68679,-138.45,1.0748,0.58434,0.61558
0.10175,0.68609,-138.46,1.0861,0.58329,0.61226
0.10716,0.68347,-138.47,1.1032,0.58381,0.60947
0.12374,0.68015,-138.47,1.1086,0.58399,0.61034
0.12444,0.67492,-138.48,1.1126,0.58364,0.61244
0.13352,0.67335,-138.48,1.1106,0.58119,0.60947
0.1302,0.67684,-138.49,1.1044,0.58364,0.60179
0.12863,0.68417,-138.5,1.0879,0.58957,0.58416
0.13474,0.69237,-138.52,1.0812,0.59184,0.57002
0.15446,0.69918,-138.53,1.0695,0.59219,0.55379
0.17558,0.71297,-138.55,1.0475,0.60284,0.51871
0.17663,0.71873,-138.56,1.0364,0.61069,0.50196
0.17087,0.73129,-138.58,1.0149,0.62396,0.47037
0.18064,0.74299,-138.6,1.0067,0.63233,0.4564
0.17663,0.75363,-138.62,0.99344,0.64193,0.44349
0.17942,0.76288,-138.63,0.97354,0.66113,0.41888
0.17471,0.77528,-138.65,0.96237,0.67265,0.40753
0.17052,0.78732,-138.66,0.95225,0.67823,0.39532
0.18221,0.80372,-138.68,0.93358,0.6922,0.36669
